"sample_package_id","age","gender","job","cover_code","price"
1,45,2,1,"00000000000000001p0000",5000
2,55,1,1,"00000000000000001p0000",5000
3,45,2,1,"00000000000000001p0000",5000
4,45,1,1,"00000000000000001p0000",5000
5,55,2,1,"00000000000000001p0000",5000
6,35,2,1,"00000000000000001p0000",5000
7,55,2,1,"00000000000000001p0000",5000
8,55,1,1,"00000000000000001p0000",5000
9,35,2,1,"00000000000000001p0000",5000
10,35,1,1,"00000000000000001p0000",5000
11,25,2,1,"00000000000000001p0000",5291
12,25,1,1,"00000000000000001p0000",5518
13,25,1,1,1100000000000000000000,8924
14,25,2,1,1100000000000000000000,9635
15,25,1,1,1100000000000000000000,9750
16,"05",1,1,"113f3f3f00001f00000000",15269
17,15,1,1,"0000000000000015000000",15980
18,45,1,1,1100000000000000000000,16106
19,45,1,1,1100000000000000000000,17313
20,25,1,1,"0000000000000015000000",18420
21,45,2,1,1100000000000000000000,19477
22,45,2,1,1100000000000000000000,19824
23,25,2,1,"0000003t00000000000000",20000
24,45,1,1,"0000001t00000000000000",20000
25,45,2,1,"0000001t00000000000000",20000
26,25,2,1,"0000001t00000000000000",20000
27,25,2,1,"001t001t00000000000000",20000
28,25,2,1,"001t000000000000000000",20000
29,25,2,1,"00001t1t00000000000000",20000
30,25,2,1,"00001t0000000000000000",20000
31,25,2,1,"001t1t1t00000000000000",20000
32,25,2,1,"001t1t0000000000000000",20000
33,25,2,1,"00001t0000000000000000",20000
34,25,2,1,"001t1t1t00000000000000",20000
35,25,2,1,"0000003t00000000000000",20000
36,25,2,1,"0000001t00000000000000",20000
37,25,2,1,"001t001t00000000000000",20000
38,25,2,1,"00001t1t00000000000000",20000
39,25,2,1,"001t000000000000000000",20000
40,45,2,1,"0000001t00000000000000",20000
41,45,2,1,"001t001t00000000000000",20000
42,45,1,1,"0000001t00000000000000",20000
43,45,2,1,"001t000000000000000000",20000
44,25,1,1,"001t001t00000000000000",20000
45,25,1,1,"001t000000000000000000",20000
46,25,1,1,"0000001t00000000000000",20000
47,"05",1,1,"113f3f3f00001f00000000",20000
48,25,1,1,"001t001t00000000000000",20000
49,25,1,1,"0000001t00000000000000",20000
50,25,1,1,"001t000000000000000000",20000
51,45,2,1,"0000003t00000000000000",20022
52,15,2,1,"0000000000000015000000",20480
53,45,2,1,"001t000000000000000000",20618
54,15,1,1,"0000000000000015000000",20900
55,25,2,1,"0000000000000015000000",21220
56,45,2,1,"001t001t00000000000000",22108
57,45,2,1,"00001t0000000000000000",22612
58,45,2,1,"001t1t0000000000000000",22612
59,25,1,1,"00001t0000000000000000",22948
60,25,1,1,"001t1t0000000000000000",22948
61,25,1,1,"00001t0000000000000000",22948
62,45,2,1,"00001t1t00000000000000",24032
63,45,2,1,"001t1t1t00000000000000",24032
64,45,1,1,"001t000000000000000000",24170
65,25,2,1,"00003t0000000000000000",24648
66,45,1,1,"00001t0000000000000000",25000
67,45,1,1,"00001t1t00000000000000",25000
68,25,1,1,"001t1t1t00000000000000",25000
69,45,1,1,"001t1t0000000000000000",25000
70,45,2,1,"00003t0000000000000000",25000
71,45,1,1,"001t001t00000000000000",25000
72,45,1,1,"0000003t00000000000000",25000
73,45,1,1,"00001t0000000000000000",25000
74,"05",1,1,"113f3f3f00001f00000000",25000
75,25,2,1,"00003t0000000000000000",25000
76,45,2,1,"001t1t1t00000000000000",25000
77,45,1,1,"001t000000000000000000",25000
78,25,1,1,"0000003t00000000000000",25000
79,25,1,1,"00003t0000000000000000",25000
80,25,1,1,"0000003t00000000000000",25000
81,25,1,1,"001t1t1t00000000000000",25000
82,25,1,1,"00001t1t00000000000000",25000
83,45,2,1,"00003t0000000000000000",25000
84,25,2,1,"003t000000000000000000",25000
85,25,2,1,"00003t3t00000000000000",25000
86,15,2,1,"0000000000000015000000",25060
87,45,1,1,"001t001t00000000000000",25240
88,25,2,1,"003t003t00000000000000",25328
89,35,1,1,"0000000000000015000000",25590
90,25,1,1,"00001t1t00000000000000",25768
91,35,2,1,"0000000000000015000000",25950
92,25,2,1,"000000001n000000000000",26000
93,25,1,1,"0000000000000015000000",26350
94,25,2,1,"0000000000000015000000",26640
95,25,1,1,"003t000000000000000000",26750
96,25,2,1,"00003t3t00000000000000",27408
97,25,2,1,"003t000000000000000000",28200
98,35,2,1,"0000000000000015000000",28850
99,45,2,1,"003t000000000000000000",29043
100,25,2,1,"003t3t0000000000000000",30000
101,25,1,1,"003t003t00000000000000",30000
102,25,2,1,"003t003t00000000000000",30000
103,25,1,1,"003t003t00000000000000",30000
104,45,1,1,"001t1t0000000000000000",30000
105,45,2,1,"00003t3t00000000000000",30000
106,25,2,1,"003t3t0000000000000000",30000
107,45,1,1,"00003t0000000000000000",30000
108,45,2,1,"00003t3t00000000000000",30000
109,45,1,1,"00001t1t00000000000000",30000
110,45,1,1,"00003t0000000000000000",30000
111,45,2,1,"000000001n000000000000",31500
112,45,2,1,"003t003t00000000000000",33723
113,35,1,1,"0000000000000015000000",33800
114,25,1,1,"00003t3t00000000000000",34100
115,25,1,1,"003t000000000000000000",35880
116,45,1,1,"0000000000000015000000",37140
117,45,1,1,"001t1t1t00000000000000",37250
118,25,1,1,"00003t3t00000000000000",37582
119,45,2,1,"003t000000000000000000",39450
120,45,2,1,"0000000000000015000000",39650
121,25,2,1,"0000004t00000000000000",40000
122,45,2,1,"0000004t00000000000000",40022
123,25,2,1,"003t3t3t00000000000000",40238
124,25,2,1,"003t3t3t00000000000000",41120
125,45,1,1,"003t000000000000000000",41502
126,45,2,1,"003t003t00000000000000",44220
127,25,1,1,"003t3t0000000000000000",44983
128,25,2,1,"004t000000000000000000",45000
129,25,2,1,"00003t4t00000000000000",45000
130,45,1,1,"0000004t00000000000000",45000
131,25,1,1,"0000004t00000000000000",45000
132,25,2,1,"00004t4t00000000000000",45000
133,25,2,1,"00004t0000000000000000",45000
134,25,2,1,"0000004t00000000000000",45000
135,45,1,1,"0000004t00000000000000",45000
136,25,1,1,"0000004t00000000000000",45000
137,25,2,1,"00003t4t00000000000000",45000
138,25,2,1,"00004t0000000000000000",45000
139,25,2,1,"00004t3t00000000000000",45000
140,45,2,1,"0000004t00000000000000",45000
141,25,2,1,"004t000000000000000000",45000
142,25,2,1,"003t004t00000000000000",45328
143,25,2,1,"004t003t00000000000000",45328
144,25,2,1,"004t004t00000000000000",45328
145,25,2,1,"003t004t00000000000000",45328
146,25,2,1,"004t004t00000000000000",45328
147,25,1,1,"004t000000000000000000",46750
148,25,1,1,"000000001n000000000000",47000
149,45,2,1,"00004t0000000000000000",47612
150,45,1,1,"0000000000000015000000",47700
151,25,1,1,"00004t0000000000000000",47948
152,45,2,1,"004t000000000000000000",49043
153,45,2,1,"004t000000000000000000",49661
154,25,1,1,"00004t0000000000000000",50000
155,25,2,1,"004t4t0000000000000000",50000
156,25,2,1,"004t3t0000000000000000",50000
157,25,2,1,"00004t3t00000000000000",50000
158,25,2,1,"00004t4t00000000000000",50000
159,45,2,1,"00003t4t00000000000000",50000
160,25,1,1,"004t004t00000000000000",50000
161,25,1,1,"003t004t00000000000000",50000
162,25,1,1,"004t003t00000000000000",50000
163,25,2,1,"004t3t0000000000000000",50000
164,25,2,1,"003t4t0000000000000000",50000
165,45,2,1,"00003t4t00000000000000",50000
166,45,2,1,"00004t3t00000000000000",52612
167,45,2,1,"003t3t0000000000000000",52833
168,55,2,1,"0000000000000015000000",53370
169,"05",1,1,"113t3t3t00001f00000000",53548
170,45,2,1,"004t003t00000000000000",53723
171,45,2,1,"003t004t00000000000000",53723
172,45,2,1,"004t004t00000000000000",53723
173,45,2,1,"003t004t00000000000000",53723
174,45,1,1,"00003t3t00000000000000",53909
175,45,2,1,"00004t4t00000000000000",54032
176,25,1,1,"00003t4t00000000000000",54100
177,45,2,1,"004t003t00000000000000",54341
178,25,1,1,"004t004t00000000000000",55000
179,25,1,1,"004t003t00000000000000",55000
180,25,2,1,"004t4t0000000000000000",55000
181,25,2,1,"003t4t0000000000000000",55000
182,45,1,1,"00004t0000000000000000",55000
183,45,1,1,"003t003t00000000000000",55092
184,55,2,1,"0000000000000015000000",55550
185,55,1,1,"0000000000000015000000",55650
186,25,1,1,"004t000000000000000000",55650
187,45,2,1,"004t004t00000000000000",55831
188,"05",1,1,"113t3t3t00001f00000000",56540
189,45,1,1,"00003t3t00000000000000",56629
190,45,1,1,"003t000000000000000000",56775
191,25,1,1,"00004t3t00000000000000",57048
192,45,2,1,"003t3t0000000000000000",57150
193,45,2,1,"003t3t3t00000000000000",57513
194,"05",1,1,"113t3t3t00001t00000000",57561
195,25,1,1,"00004t3t00000000000000",59100
196,25,1,1,"003t3t3t00000000000000",59300
197,25,1,1,"00004t4t00000000000000",59868
198,25,2,1,"003t4t3t00000000000000",60238
199,25,2,1,"003t3t4t00000000000000",60238
200,25,2,1,"003t4t4t00000000000000",60238
201,25,2,1,"004t3t3t00000000000000",60238
202,25,2,1,"004t4t3t00000000000000",60238
203,25,2,1,"004t4t4t00000000000000",60238
204,25,2,1,"004t3t4t00000000000000",60238
205,45,2,1,"003t3t3t00000000000000",60600
206,25,1,1,"003t3t3t00000000000000",60900
207,45,1,1,"000000001n000000000000",61000
208,"05",1,1,"113t3t3t00001t00000000",61000
209,25,2,1,"003t4t4t00000000000000",61120
210,25,2,1,"003t4t3t00000000000000",61120
211,25,2,1,"004t3t3t00000000000000",61120
212,25,2,1,"004t3t4t00000000000000",61120
213,25,2,1,"004t4t4t00000000000000",61120
214,25,2,1,"004t4t3t00000000000000",61120
215,25,2,1,"003t3t4t00000000000000",61120
216,25,1,1,"004t3t0000000000000000",64983
217,55,1,1,"0000000000000015000000",65450
218,45,1,1,"004t000000000000000000",65672
219,45,1,1,"004t000000000000000000",66502
220,25,1,1,"004t4t0000000000000000",67931
221,25,1,1,"003t4t0000000000000000",67931
222,25,1,1,"004t4t0000000000000000",69983
223,25,1,1,"003t4t0000000000000000",69983
224,"05",1,1,"113t3t3t00001f00000000",70096
225,"05",1,1,"113t3t3t00001t00000000",70096
226,"05",1,1,"113t3t3t00001f00000000",70096
227,"05",1,1,"113t3t3t00001t00000000",70096
228,"05",1,1,"113t3t3t00001f00000000",70096
229,"05",1,1,"113t3t3t00001t00000000",70096
230,45,1,1,"003t003t00000000000000",70210
231,45,2,1,"004t3t0000000000000000",72833
232,45,2,1,"004t3t0000000000000000",73451
233,45,1,1,"00003t4t00000000000000",73909
234,45,1,1,"003t004t00000000000000",75092
235,45,2,1,"004t4t0000000000000000",75445
236,45,2,1,"003t4t0000000000000000",75445
237,45,2,1,"003t3t4t00000000000000",77513
238,45,2,1,"004t3t4t00000000000000",77513
239,45,2,1,"004t3t3t00000000000000",77513
240,45,2,1,"004t3t3t00000000000000",78131
241,45,1,1,"003t3t0000000000000000",78785
242,45,1,1,"00004t3t00000000000000",78909
243,45,1,1,"004t003t00000000000000",79262
244,25,1,1,"003t3t4t00000000000000",79300
245,25,1,1,"004t3t4t00000000000000",79300
246,25,1,1,"004t3t3t00000000000000",79300
247,45,2,1,"004t3t4t00000000000000",79621
248,45,1,1,"004t003t00000000000000",80092
249,45,2,1,"004t4t3t00000000000000",80125
250,45,2,1,"003t4t3t00000000000000",80125
251,45,2,1,"004t4t3t00000000000000",80125
252,45,1,1,"004t004t00000000000000",80332
253,25,1,1,"004t3t3t00000000000000",80900
254,25,1,1,"004t3t4t00000000000000",80900
255,25,1,1,"003t3t4t00000000000000",80900
256,45,2,1,"003t4t4t00000000000000",81545
257,45,2,1,"004t4t4t00000000000000",81545
258,45,2,1,"003t4t4t00000000000000",81545
259,25,1,1,"004t4t3t00000000000000",82248
260,25,1,1,"003t4t3t00000000000000",82248
261,45,2,1,"004t4t4t00000000000000",82513
262,45,1,1,"00004t4t00000000000000",82935
263,45,1,1,"00004t4t00000000000000",83909
264,25,1,1,"004t4t4t00000000000000",84300
265,25,1,1,"004t4t3t00000000000000",84300
266,25,1,1,"004t4t4t00000000000000",84300
267,25,1,1,"003t4t3t00000000000000",84300
268,25,1,1,"003t4t4t00000000000000",85068
269,25,1,1,"003t4t4t00000000000000",85900
270,45,1,1,"003t3t3t00000000000000",92892
271,45,1,1,"003t3t3t00000000000000",97990
272,45,1,1,"004t3t0000000000000000",102955
273,45,1,1,"004t4t0000000000000000",103785
274,45,1,1,"003t4t0000000000000000",103785
275,45,1,1,"004t4t0000000000000000",103785
276,45,1,1,"004t3t0000000000000000",103785
277,45,1,1,"003t4t0000000000000000",103785
278,45,1,1,"003t3t4t00000000000000",112892
279,45,1,1,"004t3t3t00000000000000",117062
280,45,1,1,"003t4t3t00000000000000",117892
281,45,1,1,"004t3t3t00000000000000",117892
282,45,1,1,"003t4t3t00000000000000",117892
283,45,1,1,"004t3t4t00000000000000",118132
284,45,1,1,"004t4t3t00000000000000",122892
285,45,1,1,"003t4t4t00000000000000",122892
286,45,1,1,"004t4t3t00000000000000",122892
287,45,1,1,"003t4t4t00000000000000",122892
288,45,1,1,"004t4t4t00000000000000",130142
